Date,DRL_Cumulative_PNL,ARIMA_Cumulative_PNL
2020-01-02,0.0027208,0.025305662497690628
2020-01-03,-0.001366167,0.013927035701887927
2020-01-06,-0.000309338,0.021111705393354073
2020-01-07,-0.00618082,0.004176530918246463
2020-01-08,0.005355309,0.013080355520292556
2020-01-09,0.016328846,0.02890051840462298
2020-01-10,0.011599211,0.033916280789664306
2020-01-13,0.021567796,0.04130388358352207
2020-01-14,0.014371113,0.027834793786143706
2020-01-15,0.020693183,0.026173511939637004
2020-01-16,0.038995784,0.041387214886557167
2020-01-17,0.043553654,0.06389220937780417
2020-01-21,0.039808746,0.05831824402465627
2020-01-22,0.035587769,0.05390880755461029
2020-01-23,0.041560249,0.03434933425418624
2020-01-24,0.031486706,0.020025220977179365
2020-01-27,0.014776779,0.004417358033776941
2020-01-28,0.031597798,0.023014198501420273
2020-01-29,0.046532552,0.03901817285094689
2020-01-30,0.074688636,0.04341559187524193
2020-01-31,0.062113783,0.00655287429622578
2020-02-03,0.086267609,0.007310002863594883
2020-02-04,0.115139476,0.023073568778136315
2020-02-05,0.113802666,0.03813295896835484
2020-02-06,0.134534539,0.0723181599156871
2020-02-07,0.135881545,0.08137164765634695
2020-02-10,0.162009474,0.10092879316123737
2020-02-11,0.141109199,0.07476892664186376
2020-02-12,0.142493836,0.08498372381558919
2020-02-13,0.137778513,0.05867263798053105
2020-02-14,0.146540876,0.08456537265639923
2020-02-18,0.155814671,0.07816301597322045
2020-02-19,0.158733765,0.09025634400819377
2020-02-20,0.145627163,0.053572280597354145
2020-02-21,0.113869225,-0.0021293330804275437
2020-02-24,0.077410652,-0.06560719424047037
2020-02-25,0.060867657,-0.10020260227521384
2020-02-26,0.073347426,-0.048601491715416494
2020-02-27,0.009474129,-0.11698923351726817
2020-02-28,0.033551687,-0.12580836366386489
2020-03-02,0.089689489,-0.10940996488375512
2020-03-03,0.041670713,-0.20303634060363318
2020-03-04,0.074438251,-0.17439141050179438
2020-03-05,0.049246375,-0.25113087297475306
2020-03-06,0.025288842,-0.2944817032610296
2020-03-09,-0.042335989,-0.37326751276451264
2020-03-10,0.025941358,-0.27926419037755407
2020-03-11,-0.019296672,-0.3646429942319963
2020-03-12,-0.111781183,-0.4936495046481596
2020-03-13,0.030228387,-0.47766742862055145
2020-03-16,-0.117044836,-0.746645873076021
2020-03-17,-0.047855396,-0.6900584496770028
2020-03-18,-0.090040861,-0.7944881001625721
2020-03-19,-0.073608499,-0.7739437397407776
2020-03-20,-0.105315906,-0.8757006435918775
2020-03-23,-0.115375594,-0.8595954421617407
2020-03-24,-0.024565273,-0.8239589621698855
2020-03-25,-0.034130325,-0.7816836227785644
2020-03-26,0.018339031,-0.7212883849808562
2020-03-27,-0.022839152,-0.8385750336019235
2020-03-30,0.047454565,-0.7312465746709098
2020-03-31,0.03173705,-0.8498814091993911
2020-04-01,-0.003748592,-0.8045577140736586
2020-04-02,0.01694651,-0.7926990311221616
2020-04-03,0.009050621,-0.7544136349535544
2020-04-06,0.077157129,-0.6590797823936811
2020-04-07,0.066319707,-0.6801731570984619
2020-04-08,0.075759579,-0.6474556050704887
2020-04-09,0.075767132,-0.7195599945504532
2020-04-13,0.07794477,-0.6700322202825233
2020-04-14,0.127401514,-0.5856650941887078
2020-04-15,0.116985805,-0.4803916882631514
2020-04-16,0.141838251,-0.3934006778739543
2020-04-17,0.14763689,-0.36633365637420434
2020-04-20,0.130828102,-0.37179491810803333
2020-04-21,0.089378826,-0.4497909272939351
2020-04-22,0.117941324,-0.3465473519990303
2020-04-23,0.105704365,-0.33314015375050093
2020-04-24,0.123944489,-0.24269134086068847
2020-04-27,0.121082889,-0.24071562265076707
2020-04-28,0.096747124,-0.3080649105028047
2020-04-29,0.141573377,-0.29618778363442055
2020-04-30,0.151595584,-0.2924093373508422
2020-05-01,0.129760264,-0.28556907354930405
2020-05-04,0.153933295,-0.23365836158365835
2020-05-05,0.162724074,-0.1922573163519002
2020-05-06,0.171151277,-0.1860947233396604
2020-05-07,0.176483403,-0.1486324468707918
2020-05-08,0.182291429,-0.17032405849575127
2020-05-11,0.191919482,-0.15285833568960983
2020-05-12,0.169169362,-0.18154425885269854
2020-05-13,0.154863828,-0.21712526539001398
2020-05-14,0.159143903,-0.20191092152095358
2020-05-15,0.171187133,-0.18213782531314338
2020-05-18,0.180573666,-0.18436352429763359
2020-05-19,0.174618775,-0.19112302929702252
2020-05-20,0.188303328,-0.22211867816536035
2020-05-21,0.178098144,-0.27388252227514553
2020-05-22,0.178408634,-0.2739546831370858
2020-05-26,0.168103198,-0.28944580026481304
2020-05-27,0.169384172,-0.2718227155520836
2020-05-28,0.167332868,-0.2566619326335984
2020-05-29,0.177365125,-0.23625437395911453
2020-06-01,0.175073774,-0.264893992995195
2020-06-02,0.18444207,-0.28243206934884935
2020-06-03,0.186712944,-0.3116171882013037
2020-06-04,0.173567197,-0.3620560348713924
2020-06-05,0.192971511,-0.3463107680322277
2020-06-08,0.199003912,-0.34941199123313194
2020-06-09,0.205784906,-0.3326088866859067
2020-06-10,0.242729305,-0.3036863040546369
2020-06-11,0.189094652,-0.38967478681291357
2020-06-12,0.196976436,-0.41916221318573305
2020-06-15,0.202153987,-0.4225204168178066
2020-06-16,0.226494975,-0.38471168650751986
2020-06-17,0.229227486,-0.35339500175711136
2020-06-18,0.239765674,-0.3402148490808051
2020-06-19,0.233809605,-0.40679272619142026
2020-06-22,0.26133063,-0.4033140637390765
2020-06-23,0.268000815,-0.40772021311634943
2020-06-24,0.24976264,-0.4186062158644982
2020-06-25,0.262289136,-0.368519504064433
2020-06-26,0.24539007,-0.41348945195532705
2020-06-29,0.255934316,-0.39480645618548016
2020-06-30,0.277070244,-0.3763539380595454
2020-07-01,0.28252075,-0.34503866736704414
2020-07-02,0.290090498,-0.3620954329564826
2020-07-06,0.307922311,-0.3525454129846969
2020-07-07,0.296134454,-0.3939678182335341
2020-07-08,0.317222846,-0.3597007503964288
2020-07-09,0.324181147,-0.32115090994125006
2020-07-10,0.321484368,-0.3153632757253352
2020-07-13,0.29046143,-0.3412125064653385
2020-07-14,0.295457521,-0.34533307870396623
2020-07-15,0.293808647,-0.3701007457003559
2020-07-16,0.27712177,-0.3810619151464808
2020-07-17,0.271879738,-0.3840184603666471
2020-07-20,0.314819453,-0.35608774528655307
2020-07-21,0.301362011,-0.40348734257626295
2020-07-22,0.313198985,-0.4137633624802778
2020-07-23,0.279232774,-0.487137543431415
2020-07-24,0.273347146,-0.5175610203021545
2020-07-27,0.285812497,-0.48084191432769996
2020-07-28,0.276825147,-0.4656694595266876
2020-07-29,0.286921831,-0.4385261428057444
2020-07-30,0.286137857,-0.4557918260131598
2020-07-31,0.290835979,-0.5077653432994905
2020-08-03,0.346906418,-0.5317744312816505
2020-08-04,0.331910302,-0.5458949938699112
2020-08-05,0.330343924,-0.5735396181900506
2020-08-06,0.346228815,-0.5457600356730875
2020-08-07,0.328383025,-0.5924897009428879
2020-08-10,0.308490532,-0.606663276809427
2020-08-11,0.285125522,-0.6270501018863702
2020-08-12,0.308848365,-0.6099786450771875
2020-08-13,0.306349561,-0.6108404926367191
2020-08-14,0.307306961,-0.6388829583233954
2020-08-17,0.313907082,-0.6839115964503516
2020-08-18,0.319047652,-0.6899206725980006
2020-08-19,0.312892352,-0.7329783550915604
2020-08-20,0.332180745,-0.6803872202046141
2020-08-21,0.324991485,-0.6419524523789911
2020-08-24,0.3281046,-0.6264649618281618
2020-08-25,0.340936071,-0.6076073251212742
2020-08-26,0.362520115,-0.5907276251023122
2020-08-27,0.382841898,-0.5860483795325947
2020-08-28,0.392960837,-0.5892527886530828
2020-08-31,0.379220063,-0.6070606209069439
2020-09-01,0.386852453,-0.6133626514227463
2020-09-02,0.4061047,-0.5851497668525171
2020-09-03,0.344220663,-0.6617208327366318
2020-09-04,0.330199894,-0.6632064804654322
2020-09-08,0.284929926,-0.7443858962623507
2020-09-09,0.326910112,-0.686978372076907
2020-09-10,0.298927582,-0.7248153401550205
2020-09-11,0.292621347,-0.7321495408729565
2020-09-14,0.299344415,-0.7768854708275023
2020-09-15,0.31289981,-0.7875856982153328
2020-09-16,0.294884357,-0.8519463565787436
2020-09-17,0.286001611,-0.8472415177702693
2020-09-18,0.273443686,-0.8380661469513927
2020-09-21,0.284168322,-0.8275984750998769
2020-09-22,0.304143474,-0.7607868556327085
2020-09-23,0.27126102,-0.8505154194081431
2020-09-24,0.281845846,-0.8716763085682836
2020-09-25,0.302117146,-0.9226095345062141
2020-09-28,0.309797693,-0.944496701915725
2020-09-29,0.300957564,-0.972402502932512
2020-09-30,0.315563174,-0.9616944006630924
2020-10-01,0.325678847,-0.9759176200218055
2020-10-02,0.296195345,-1.0163491025228286
2020-10-05,0.312975925,-0.99295791872995
2020-10-06,0.291583372,-1.028356668252728
2020-10-07,0.308217262,-0.9829568406066587
2020-10-08,0.31150712,-0.9953451525196313
2020-10-09,0.336246874,-0.9537833943903666
2020-10-12,0.357646317,-0.9400123361484531
2020-10-13,0.363767811,-0.9264018389381299
2020-10-14,0.354752554,-0.9561888135371277
2020-10-15,0.350066892,-0.95632527731077
2020-10-19,0.325142702,-0.9276219368866305
2020-10-20,0.326823241,-0.8727740528866983
2020-10-21,0.327414106,-0.867030116310165
2020-10-22,0.32783249,-0.8673796384469017
2020-10-23,0.334022673,-0.8971369714606261
2020-10-26,0.305616862,-0.9510346263044784
2020-10-27,0.317997401,-0.9450599618472861
2020-10-28,0.268289394,-1.0029928655685159
2020-10-29,0.277332119,-0.9561063881949872
2020-10-30,0.266262041,-0.9663919566679775
2020-11-02,0.265571141,-0.9275387332525054
2020-11-03,0.282251929,-0.9230055837262818
2020-11-04,0.330299082,-0.8483750145831956
2020-11-05,0.356634429,-0.8618362350001982
2020-11-06,0.358289153,-0.8793424974321484
2020-11-09,0.334390829,-0.9593832854146203
2020-11-10,0.302482951,-1.0301867224106853
2020-11-11,0.328674613,-0.9443197189031132
2020-11-12,0.324246079,-0.9091591006413762
2020-11-13,0.329039951,-0.8369942703298698
2020-11-16,0.331633148,-0.8772958916105826
2020-11-17,0.318734598,-0.9716899269883372
2020-11-18,0.307628315,-1.081916409246004
2020-11-19,0.313785648,-1.0899132393366595
2020-11-20,0.304578436,-1.072717304891763
2020-11-23,0.303207519,-1.0192258219592567
2020-11-24,0.318349457,-0.9741465684718957
2020-11-25,0.318255916,-0.9758944403686649
2020-11-27,0.324609398,-0.9609997198939106
2020-11-30,0.319966633,-0.981536749945211
2020-12-01,0.329702433,-0.973527936505928
2020-12-02,0.326181879,-0.9724780238818957
2020-12-03,0.321897861,-0.955707600295107
2020-12-04,0.322272597,-0.9530315198322352
2020-12-07,0.321841975,-0.9413242413362266
2020-12-08,0.329463792,-0.9448568588598705
2020-12-09,0.309950973,-0.9885317633309574
2020-12-10,0.304479835,-1.0003990512699223
2020-12-11,0.317371064,-1.010044025815452
2020-12-14,0.32177567,-0.9921205214557367
2020-12-15,0.321335558,-0.9805248488646743
2020-12-16,0.345202914,-0.9553083453940783
2020-12-17,0.345564455,-0.9593786108535156
2020-12-18,0.341807283,-0.9621436758567037
2020-12-21,0.360062634,-0.9569932229967184
2020-12-22,0.36493355,-0.9393005585692249
2020-12-23,0.351735187,-0.9355095378428155
